time,json_config,trained,params,c_v,score
2025-04-22T09:58:06,smooth_trial01_0053.json,yes,"{""stage1"": {""gr"": 105, ""H_min"": 0.55, ""alpha_vp"": 0.9500000000000001, ""beta"": 0.04, ""buffer_size"": 22}, ""stage2"": {""gr"": 345, ""H_min"": 0.54, ""alpha_vp"": 1.35, ""beta"": 1.92, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.86, ""alpha_vp"": 1.3, ""beta"": 0.2, ""buffer_size"": 22}}",0.1,0.5168083112686872
2025-04-22T10:29:00,smooth_trial01_0054.json,yes,"{""stage1"": {""gr"": 85, ""H_min"": 0.75, ""alpha_vp"": 1.1, ""beta"": 0.32, ""buffer_size"": 12}, ""stage2"": {""gr"": 135, ""H_min"": 0.58, ""alpha_vp"": 1.45, ""beta"": 1.82, ""buffer_size"": 28}, ""stage3"": {""gr"": 500, ""H_min"": 0.98, ""alpha_vp"": 1.7, ""beta"": 0.15000000000000002, ""buffer_size"": 14}}",0.1,0.5065013131126761
2025-04-22T11:00:18,smooth_trial01_0055.json,yes,"{""stage1"": {""gr"": 115, ""H_min"": 0.65, ""alpha_vp"": 1.05, ""beta"": 0.16, ""buffer_size"": 18}, ""stage2"": {""gr"": 400, ""H_min"": 0.66, ""alpha_vp"": 1.7, ""beta"": 1.96, ""buffer_size"": 28}, ""stage3"": {""gr"": 500, ""H_min"": 0.62, ""alpha_vp"": 1.5, ""beta"": 0.30000000000000004, ""buffer_size"": 28}}",0.1,0.5070900743827224
2025-04-22T11:32:51,smooth_trial01_0056.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.5, ""alpha_vp"": 0.9, ""beta"": 0.36, ""buffer_size"": 22}, ""stage2"": {""gr"": 425, ""H_min"": 0.5, ""alpha_vp"": 1.3, ""beta"": 1.98, ""buffer_size"": 26}, ""stage3"": {""gr"": 500, ""H_min"": 0.72, ""alpha_vp"": 1.9, ""beta"": 0.05, ""buffer_size"": 12}}",0.1,0.5080940430983901
2025-04-22T12:04:14,smooth_trial01_0057.json,yes,"{""stage1"": {""gr"": 85, ""H_min"": 0.65, ""alpha_vp"": 1.05, ""beta"": 0.24, ""buffer_size"": 12}, ""stage2"": {""gr"": 245, ""H_min"": 0.5, ""alpha_vp"": 1.95, ""beta"": 1.82, ""buffer_size"": 32}, ""stage3"": {""gr"": 500, ""H_min"": 0.82, ""alpha_vp"": 1.3, ""beta"": 0.25, ""buffer_size"": 18}}",0.1,0.5212634665891528
2025-04-22T13:04:31,smooth_trial01_0058.json,yes,"{""stage1"": {""gr"": 85, ""H_min"": 0.55, ""alpha_vp"": 1.2, ""beta"": 0.16, ""buffer_size"": 28}, ""stage2"": {""gr"": 290, ""H_min"": 0.5, ""alpha_vp"": 1.9, ""beta"": 1.92, ""buffer_size"": 32}, ""stage3"": {""gr"": 500, ""H_min"": 0.96, ""alpha_vp"": 1.25, ""beta"": 0.45, ""buffer_size"": 18}}",0.1,0.5032350294291973
2025-04-22T15:47:36,smooth_trial01_0059.json,yes,"{""stage1"": {""gr"": 95, ""H_min"": 0.7000000000000001, ""alpha_vp"": 0.9500000000000001, ""beta"": 0.28, ""buffer_size"": 14}, ""stage2"": {""gr"": 310, ""H_min"": 0.5, ""alpha_vp"": 1.7, ""beta"": 1.9000000000000001, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.98, ""alpha_vp"": 1.4, ""beta"": 0.15000000000000002, ""buffer_size"": 22}}",0.1,0.5151323314756155
2025-04-22T16:19:08,smooth_trial01_0060.json,yes,"{""stage1"": {""gr"": 95, ""H_min"": 0.5, ""alpha_vp"": 0.9, ""beta"": 0.24, ""buffer_size"": 14}, ""stage2"": {""gr"": 310, ""H_min"": 0.5, ""alpha_vp"": 1.5, ""beta"": 1.94, ""buffer_size"": 26}, ""stage3"": {""gr"": 500, ""H_min"": 0.62, ""alpha_vp"": 1.25, ""beta"": 0.05, ""buffer_size"": 22}}",0.1,0.5191506957635283
2025-04-22T16:50:24,smooth_trial01_0061.json,yes,"{""stage1"": {""gr"": 85, ""H_min"": 0.65, ""alpha_vp"": 1.1, ""beta"": 0.14, ""buffer_size"": 12}, ""stage2"": {""gr"": 330, ""H_min"": 0.5, ""alpha_vp"": 1.95, ""beta"": 1.84, ""buffer_size"": 34}, ""stage3"": {""gr"": 500, ""H_min"": 0.62, ""alpha_vp"": 1.8, ""beta"": 0.35000000000000003, ""buffer_size"": 24}}",0.1,0.513534850999713
2025-04-22T17:20:40,smooth_trial01_0062.json,yes,"{""stage1"": {""gr"": 105, ""H_min"": 0.7000000000000001, ""alpha_vp"": 1.05, ""beta"": 0.08, ""buffer_size"": 18}, ""stage2"": {""gr"": 290, ""H_min"": 0.5, ""alpha_vp"": 1.75, ""beta"": 1.8800000000000001, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.74, ""alpha_vp"": 1.4, ""beta"": 0.1, ""buffer_size"": 28}}",0.1,0.5162478160113096
2025-04-22T17:53:01,smooth_trial01_0063.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.55, ""alpha_vp"": 0.9500000000000001, ""beta"": 0.34, ""buffer_size"": 16}, ""stage2"": {""gr"": 290, ""H_min"": 0.5, ""alpha_vp"": 1.95, ""beta"": 1.8, ""buffer_size"": 26}, ""stage3"": {""gr"": 500, ""H_min"": 0.6599999999999999, ""alpha_vp"": 1.25, ""beta"": 0.45, ""buffer_size"": 24}}",0.1,0.5053212525323033
2025-04-22T18:24:33,smooth_trial01_0064.json,yes,"{""stage1"": {""gr"": 80, ""H_min"": 0.65, ""alpha_vp"": 1.05, ""beta"": 0.18, ""buffer_size"": 22}, ""stage2"": {""gr"": 315, ""H_min"": 0.5, ""alpha_vp"": 1.25, ""beta"": 1.8, ""buffer_size"": 34}, ""stage3"": {""gr"": 500, ""H_min"": 0.8, ""alpha_vp"": 1.95, ""beta"": 0.25, ""buffer_size"": 18}}",0.1,0.5196112360805273
2025-04-22T18:56:02,smooth_trial01_0065.json,yes,"{""stage1"": {""gr"": 125, ""H_min"": 0.5, ""alpha_vp"": 0.9500000000000001, ""beta"": 0.22, ""buffer_size"": 26}, ""stage2"": {""gr"": 295, ""H_min"": 0.58, ""alpha_vp"": 1.55, ""beta"": 1.98, ""buffer_size"": 28}, ""stage3"": {""gr"": 500, ""H_min"": 0.94, ""alpha_vp"": 1.55, ""beta"": 0.15000000000000002, ""buffer_size"": 16}}",0.1,0.5150795100256801
2025-04-22T19:28:05,smooth_trial01_0066.json,yes,"{""stage1"": {""gr"": 115, ""H_min"": 0.6000000000000001, ""alpha_vp"": 0.9, ""beta"": 0.36, ""buffer_size"": 12}, ""stage2"": {""gr"": 330, ""H_min"": 0.5, ""alpha_vp"": 1.65, ""beta"": 1.8, ""buffer_size"": 32}, ""stage3"": {""gr"": 500, ""H_min"": 0.6799999999999999, ""alpha_vp"": 1.7, ""beta"": 0.30000000000000004, ""buffer_size"": 14}}",0.1,0.5234604388475418
2025-04-22T19:57:21,smooth_trial01_0067.json,yes,"{""stage1"": {""gr"": 125, ""H_min"": 0.75, ""alpha_vp"": 1.2, ""beta"": 0.04, ""buffer_size"": 22}, ""stage2"": {""gr"": 300, ""H_min"": 0.5, ""alpha_vp"": 1.25, ""beta"": 1.8, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.8, ""alpha_vp"": 1.65, ""beta"": 0.0, ""buffer_size"": 22}}",0.1,0.5287027508020401
2025-04-22T20:26:48,smooth_trial01_0068.json,yes,"{""stage1"": {""gr"": 125, ""H_min"": 0.75, ""alpha_vp"": 1.2, ""beta"": 0.06, ""buffer_size"": 24}, ""stage2"": {""gr"": 305, ""H_min"": 0.58, ""alpha_vp"": 1.25, ""beta"": 1.86, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.82, ""alpha_vp"": 1.65, ""beta"": 0.05, ""buffer_size"": 22}}",0.1,0.5175567410886288
2025-04-22T20:55:40,smooth_trial01_0069.json,yes,"{""stage1"": {""gr"": 125, ""H_min"": 0.75, ""alpha_vp"": 1.0, ""beta"": 0.02, ""buffer_size"": 22}, ""stage2"": {""gr"": 275, ""H_min"": 0.5, ""alpha_vp"": 1.3, ""beta"": 1.8, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.62, ""alpha_vp"": 1.55, ""beta"": 0.0, ""buffer_size"": 18}}",0.1,0.5323901269584894
2025-04-22T21:24:21,smooth_trial01_0070.json,yes,"{""stage1"": {""gr"": 125, ""H_min"": 0.75, ""alpha_vp"": 1.0, ""beta"": 0.02, ""buffer_size"": 22}, ""stage2"": {""gr"": 275, ""H_min"": 0.54, ""alpha_vp"": 1.25, ""beta"": 1.9000000000000001, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.62, ""alpha_vp"": 1.65, ""beta"": 0.0, ""buffer_size"": 12}}",0.1,0.5257856752723455
2025-04-22T21:53:36,smooth_trial01_0071.json,yes,"{""stage1"": {""gr"": 125, ""H_min"": 0.75, ""alpha_vp"": 1.1500000000000001, ""beta"": 0.04, ""buffer_size"": 22}, ""stage2"": {""gr"": 325, ""H_min"": 0.62, ""alpha_vp"": 1.35, ""beta"": 1.84, ""buffer_size"": 36}, ""stage3"": {""gr"": 500, ""H_min"": 0.6599999999999999, ""alpha_vp"": 1.55, ""beta"": 0.0, ""buffer_size"": 28}}",0.1,0.5260287567973136
2025-04-22T22:22:47,smooth_trial01_0072.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.7000000000000001, ""alpha_vp"": 1.0, ""beta"": 0.02, ""buffer_size"": 18}, ""stage2"": {""gr"": 295, ""H_min"": 0.62, ""alpha_vp"": 1.3, ""beta"": 1.8800000000000001, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.62, ""alpha_vp"": 1.65, ""beta"": 0.05, ""buffer_size"": 18}}",0.1,0.5191800940781832
2025-04-22T22:52:01,smooth_trial01_0073.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.75, ""alpha_vp"": 1.0, ""beta"": 0.02, ""buffer_size"": 26}, ""stage2"": {""gr"": 305, ""H_min"": 0.54, ""alpha_vp"": 1.3, ""beta"": 1.94, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.64, ""alpha_vp"": 1.55, ""beta"": 0.0, ""buffer_size"": 24}}",0.1,0.5347874922677874
2025-04-22T23:20:42,smooth_trial01_0074.json,yes,"{""stage1"": {""gr"": 125, ""H_min"": 0.75, ""alpha_vp"": 1.05, ""beta"": 0.02, ""buffer_size"": 26}, ""stage2"": {""gr"": 270, ""H_min"": 0.54, ""alpha_vp"": 1.3, ""beta"": 1.94, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.64, ""alpha_vp"": 1.55, ""beta"": 0.0, ""buffer_size"": 24}}",0.1,0.5214964520186186
2025-04-22T23:50:23,smooth_trial01_0075.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.8, ""alpha_vp"": 0.9500000000000001, ""beta"": 0.04, ""buffer_size"": 26}, ""stage2"": {""gr"": 305, ""H_min"": 0.54, ""alpha_vp"": 1.25, ""beta"": 1.94, ""buffer_size"": 36}, ""stage3"": {""gr"": 500, ""H_min"": 0.7, ""alpha_vp"": 1.75, ""beta"": 0.0, ""buffer_size"": 22}}",0.1,0.5307403160259128
2025-04-23T09:09:32,smooth_trial01_0076.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.8, ""alpha_vp"": 0.9, ""beta"": 0.06, ""buffer_size"": 28}, ""stage2"": {""gr"": 305, ""H_min"": 0.54, ""alpha_vp"": 1.25, ""beta"": 1.94, ""buffer_size"": 36}, ""stage3"": {""gr"": 500, ""H_min"": 0.72, ""alpha_vp"": 1.75, ""beta"": 0.05, ""buffer_size"": 22}}",0.1,0.5292785920202732
2025-04-23T09:38:40,smooth_trial01_0077.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.8, ""alpha_vp"": 0.9, ""beta"": 0.04, ""buffer_size"": 28}, ""stage2"": {""gr"": 305, ""H_min"": 0.54, ""alpha_vp"": 1.25, ""beta"": 1.94, ""buffer_size"": 36}, ""stage3"": {""gr"": 500, ""H_min"": 0.72, ""alpha_vp"": 1.8, ""beta"": 0.0, ""buffer_size"": 22}}",0.1,0.5288567999377847
2025-04-23T10:08:35,smooth_trial01_0078.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.8, ""alpha_vp"": 0.9, ""beta"": 0.06, ""buffer_size"": 28}, ""stage2"": {""gr"": 305, ""H_min"": 0.54, ""alpha_vp"": 1.3, ""beta"": 1.94, ""buffer_size"": 36}, ""stage3"": {""gr"": 500, ""H_min"": 0.72, ""alpha_vp"": 1.8, ""beta"": 0.05, ""buffer_size"": 20}}",0.1,0.5243776563555003
2025-04-23T10:38:00,smooth_trial01_0079.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.8, ""alpha_vp"": 0.8500000000000001, ""beta"": 0.06, ""buffer_size"": 28}, ""stage2"": {""gr"": 305, ""H_min"": 0.54, ""alpha_vp"": 1.25, ""beta"": 1.94, ""buffer_size"": 36}, ""stage3"": {""gr"": 500, ""H_min"": 0.7, ""alpha_vp"": 1.75, ""beta"": 0.0, ""buffer_size"": 22}}",0.1,0.5343182712793351
2025-04-23T11:07:32,smooth_trial01_0080.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.8, ""alpha_vp"": 0.8500000000000001, ""beta"": 0.08, ""buffer_size"": 26}, ""stage2"": {""gr"": 315, ""H_min"": 0.58, ""alpha_vp"": 1.25, ""beta"": 1.92, ""buffer_size"": 34}, ""stage3"": {""gr"": 500, ""H_min"": 0.7, ""alpha_vp"": 1.75, ""beta"": 0.0, ""buffer_size"": 20}}",0.1,0.5245770690962672
2025-04-23T11:37:34,smooth_trial01_0081.json,yes,"{""stage1"": {""gr"": 115, ""H_min"": 0.8, ""alpha_vp"": 0.8500000000000001, ""beta"": 0.06, ""buffer_size"": 28}, ""stage2"": {""gr"": 295, ""H_min"": 0.54, ""alpha_vp"": 1.3, ""beta"": 1.96, ""buffer_size"": 36}, ""stage3"": {""gr"": 500, ""H_min"": 0.7, ""alpha_vp"": 1.75, ""beta"": 0.05, ""buffer_size"": 24}}",0.1,0.5230742041021585
2025-04-23T12:07:18,smooth_trial01_0082.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.8, ""alpha_vp"": 0.8500000000000001, ""beta"": 0.1, ""buffer_size"": 26}, ""stage2"": {""gr"": 285, ""H_min"": 0.54, ""alpha_vp"": 1.4, ""beta"": 1.94, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.7, ""alpha_vp"": 1.5, ""beta"": 0.0, ""buffer_size"": 22}}",0.1,0.5283880058676005
2025-04-23T12:36:10,smooth_trial01_0083.json,yes,"{""stage1"": {""gr"": 125, ""H_min"": 0.8, ""alpha_vp"": 0.9500000000000001, ""beta"": 0.02, ""buffer_size"": 28}, ""stage2"": {""gr"": 315, ""H_min"": 0.58, ""alpha_vp"": 1.35, ""beta"": 1.98, ""buffer_size"": 36}, ""stage3"": {""gr"": 500, ""H_min"": 0.74, ""alpha_vp"": 1.7, ""beta"": 0.0, ""buffer_size"": 20}}",0.1,0.5294620981439948
2025-04-23T13:04:44,smooth_trial01_0084.json,yes,"{""stage1"": {""gr"": 125, ""H_min"": 0.8, ""alpha_vp"": 0.9500000000000001, ""beta"": 0.02, ""buffer_size"": 24}, ""stage2"": {""gr"": 315, ""H_min"": 0.58, ""alpha_vp"": 1.35, ""beta"": 1.98, ""buffer_size"": 40}, ""stage3"": {""gr"": 500, ""H_min"": 0.76, ""alpha_vp"": 1.7, ""beta"": 0.0, ""buffer_size"": 20}}",0.1,0.5181016661226749
2025-04-23T13:34:05,smooth_trial01_0085.json,yes,"{""stage1"": {""gr"": 130, ""H_min"": 0.75, ""alpha_vp"": 1.0, ""beta"": 0.02, ""buffer_size"": 26}, ""stage2"": {""gr"": 335, ""H_min"": 0.58, ""alpha_vp"": 1.4, ""beta"": 1.98, ""buffer_size"": 34}, ""stage3"": {""gr"": 500, ""H_min"": 0.76, ""alpha_vp"": 1.55, ""beta"": 0.0, ""buffer_size"": 20}}",0.1,0.5275186641141772
2025-04-23T14:03:36,smooth_trial01_0086.json,yes,"{""stage1"": {""gr"": 130, ""H_min"": 0.8, ""alpha_vp"": 0.9500000000000001, ""beta"": 0.0, ""buffer_size"": 28}, ""stage2"": {""gr"": 300, ""H_min"": 0.62, ""alpha_vp"": 1.3, ""beta"": 1.96, ""buffer_size"": 38}, ""stage3"": {""gr"": 500, ""H_min"": 0.64, ""alpha_vp"": 1.65, ""beta"": 0.05, ""buffer_size"": 18}}",0.1,0.5212583282962442
2025-04-23T16:11:38,smooth_trial01_0087.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.04, ""buffer_size"": 28}, ""stage2"": {""gr"": 305, ""H_min"": 0.52, ""alpha_vp"": 1.23, ""beta"": 1.92, ""buffer_size"": 21}, ""stage3"": {""gr"": 500, ""H_min"": 0.7, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.5299722079187632
2025-04-23T16:41:20,smooth_trial01_0088.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.04, ""buffer_size"": 28}, ""stage2"": {""gr"": 305, ""H_min"": 0.52, ""alpha_vp"": 1.23, ""beta"": 1.92, ""buffer_size"": 23}, ""stage3"": {""gr"": 500, ""H_min"": 0.7, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.531714733876288
2025-04-23T17:11:18,smooth_trial01_0089.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.04, ""buffer_size"": 26}, ""stage2"": {""gr"": 305, ""H_min"": 0.52, ""alpha_vp"": 1.23, ""beta"": 1.92, ""buffer_size"": 17}, ""stage3"": {""gr"": 500, ""H_min"": 0.7, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.533571427129209
2025-04-23T17:41:15,smooth_trial01_0090.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.04, ""buffer_size"": 26}, ""stage2"": {""gr"": 305, ""H_min"": 0.52, ""alpha_vp"": 1.23, ""beta"": 1.92, ""buffer_size"": 17}, ""stage3"": {""gr"": 500, ""H_min"": 0.7, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.5268701937049627
2025-04-23T18:11:36,smooth_trial01_0091.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.04, ""buffer_size"": 26}, ""stage2"": {""gr"": 305, ""H_min"": 0.42000000000000004, ""alpha_vp"": 1.23, ""beta"": 1.92, ""buffer_size"": 17}, ""stage3"": {""gr"": 500, ""H_min"": 0.6799999999999999, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.5325059140101075
2025-04-23T18:41:54,smooth_trial01_0092.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.04, ""buffer_size"": 26}, ""stage2"": {""gr"": 305, ""H_min"": 0.42000000000000004, ""alpha_vp"": 1.23, ""beta"": 1.9000000000000001, ""buffer_size"": 17}, ""stage3"": {""gr"": 500, ""H_min"": 0.6799999999999999, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.5349868346005678
2025-04-23T19:12:33,smooth_trial01_0093.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.06, ""buffer_size"": 26}, ""stage2"": {""gr"": 305, ""H_min"": 0.42000000000000004, ""alpha_vp"": 1.23, ""beta"": 1.9000000000000001, ""buffer_size"": 17}, ""stage3"": {""gr"": 500, ""H_min"": 0.6599999999999999, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.5268268315121531
2025-04-23T19:43:07,smooth_trial01_0094.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.02, ""buffer_size"": 26}, ""stage2"": {""gr"": 310, ""H_min"": 0.42000000000000004, ""alpha_vp"": 1.23, ""beta"": 1.9000000000000001, ""buffer_size"": 17}, ""stage3"": {""gr"": 500, ""H_min"": 0.6799999999999999, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.5316730311140418
2025-04-23T20:14:11,smooth_trial01_0095.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.04, ""buffer_size"": 24}, ""stage2"": {""gr"": 305, ""H_min"": 0.42000000000000004, ""alpha_vp"": 1.23, ""beta"": 1.92, ""buffer_size"": 17}, ""stage3"": {""gr"": 500, ""H_min"": 0.6799999999999999, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.5246669467538595
2025-04-23T20:44:03,smooth_trial01_0096.json,yes,"{""stage1"": {""gr"": 115, ""H_min"": 0.72, ""alpha_vp"": 0.98, ""beta"": 0.02, ""buffer_size"": 26}, ""stage2"": {""gr"": 305, ""H_min"": 0.52, ""alpha_vp"": 1.3199999999999998, ""beta"": 1.92, ""buffer_size"": 15}, ""stage3"": {""gr"": 500, ""H_min"": 0.6799999999999999, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.531226153485477
2025-04-23T21:18:14,smooth_trial01_0097.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.02, ""buffer_size"": 26}, ""stage2"": {""gr"": 310, ""H_min"": 0.42000000000000004, ""alpha_vp"": 1.23, ""beta"": 1.9000000000000001, ""buffer_size"": 17}, ""stage3"": {""gr"": 500, ""H_min"": 0.6799999999999999, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.5288107302039862
2025-04-23T21:48:31,smooth_trial01_0098.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.04, ""buffer_size"": 26}, ""stage2"": {""gr"": 310, ""H_min"": 0.44, ""alpha_vp"": 1.23, ""beta"": 1.9000000000000001, ""buffer_size"": 17}, ""stage3"": {""gr"": 500, ""H_min"": 0.6799999999999999, ""alpha_vp"": 1.59, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.5243125705048441
2025-04-23T22:41:12,smooth_trial01_0099.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.02, ""buffer_size"": 26}, ""stage2"": {""gr"": 305, ""H_min"": 0.44, ""alpha_vp"": 1.23, ""beta"": 1.8800000000000001, ""buffer_size"": 23}, ""stage3"": {""gr"": 500, ""H_min"": 0.6599999999999999, ""alpha_vp"": 1.68, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.53105771522969
2025-04-23T23:24:07,smooth_trial01_0100.json,yes,"{""stage1"": {""gr"": 120, ""H_min"": 0.78, ""alpha_vp"": 0.98, ""beta"": 0.06, ""buffer_size"": 30}, ""stage2"": {""gr"": 305, ""H_min"": 0.42000000000000004, ""alpha_vp"": 1.2, ""beta"": 1.9000000000000001, ""buffer_size"": 15}, ""stage3"": {""gr"": 500, ""H_min"": 0.62, ""alpha_vp"": 1.62, ""beta"": 0.0, ""buffer_size"": 21}}",0.1,0.5276888549327851
